date,open,high,low,close
2020-04-20 12:10:00+05:30,9273.6,9277.25,9268.25,9272.2
2020-04-20 12:15:00+05:30,9272.7,9272.85,9257.05,9265.35
2020-04-20 12:20:00+05:30,9264.75,9276.9,9260.35,9274.4
2020-04-20 12:25:00+05:30,9275.0,9280.3,9269.45,9279.25
2020-04-20 12:30:00+05:30,9279.4,9292.3,9267.55,9267.7
2020-04-20 12:35:00+05:30,9263.9,9264.6,9248.7,9256.75
2020-04-20 12:40:00+05:30,9257.3,9265.7,9248.0,9254.35
2020-04-20 12:45:00+05:30,9254.75,9254.75,9237.2,9247.35
2020-04-20 12:50:00+05:30,9247.85,9258.95,9239.7,9257.05
2020-04-20 12:55:00+05:30,9256.9,9264.05,9249.55,9249.55
2020-04-20 13:00:00+05:30,9249.55,9272.95,9248.5,9261.05
2020-04-20 13:05:00+05:30,9261.7,9264.85,9255.4,9259.2
2020-04-20 13:10:00+05:30,9258.65,9279.35,9258.65,9272.75
2020-04-20 13:15:00+05:30,9273.0,9282.95,9264.5,9270.0
2020-04-20 13:20:00+05:30,9270.0,9297.7,9267.25,9293.2
2020-04-20 13:25:00+05:30,9293.65,9293.65,9282.75,9291.6
2020-04-20 13:30:00+05:30,9291.95,9291.95,9277.9,9285.35
2020-04-20 13:35:00+05:30,9285.15,9285.15,9268.85,9275.55
2020-04-20 13:40:00+05:30,9275.75,9281.45,9268.2,9281.45
2020-04-20 13:45:00+05:30,9281.7,9297.15,9281.6,9293.9
2020-04-20 13:50:00+05:30,9293.75,9301.45,9277.5,9278.1
2020-04-20 13:55:00+05:30,9278.5,9278.5,9260.35,9269.65
2020-04-20 14:00:00+05:30,9269.3,9277.85,9266.7,9277.6
2020-04-20 14:05:00+05:30,9278.45,9289.3,9274.3,9285.4
2020-04-20 14:10:00+05:30,9285.7,9297.05,9282.9,9287.5
2020-04-20 14:15:00+05:30,9287.0,9313.2,9286.85,9299.35
2020-04-20 14:20:00+05:30,9299.4,9320.15,9297.95,9300.95
2020-04-20 14:25:00+05:30,9300.8,9331.1,9300.8,9330.6
2020-04-20 14:30:00+05:30,9330.2,9342.45,9315.9,9323.95
2020-04-20 14:35:00+05:30,9324.05,9333.95,9311.3,9328.05
2020-04-20 14:40:00+05:30,9328.25,9330.65,9305.8,9317.55
2020-04-20 14:45:00+05:30,9317.35,9317.35,9276.6,9276.6
2020-04-20 14:50:00+05:30,9275.85,9281.1,9252.2,9252.8
2020-04-20 14:55:00+05:30,9252.65,9282.2,9243.0,9263.05
2020-04-20 15:00:00+05:30,9263.65,9273.65,9258.0,9265.7
2020-04-20 15:05:00+05:30,9264.8,9265.15,9242.4,9242.65
2020-04-20 15:10:00+05:30,9243.5,9264.3,9242.05,9262.85
2020-04-20 15:15:00+05:30,9263.25,9274.4,9262.15,9268.7
2020-04-20 15:20:00+05:30,9268.9,9272.9,9259.95,9266.9
2020-04-20 15:25:00+05:30,9266.65,9271.5,9261.85,9262.0
2020-04-21 09:15:00+05:30,9016.95,9042.35,8995.2,9031.75
2020-04-21 09:20:00+05:30,9033.45,9033.45,8986.25,8993.15
2020-04-21 09:25:00+05:30,8993.1,9003.3,8970.3,8987.35
2020-04-21 09:30:00+05:30,8987.9,9008.1,8973.8,9004.85
2020-04-21 09:35:00+05:30,9004.95,9026.55,9000.95,9018.9
2020-04-21 09:40:00+05:30,9018.75,9037.45,9009.3,9029.05
2020-04-21 09:45:00+05:30,9029.3,9030.4,9005.65,9023.5
2020-04-21 09:50:00+05:30,9022.7,9034.45,9021.5,9023.55
2020-04-21 09:55:00+05:30,9023.25,9031.75,9012.25,9026.85
2020-04-21 10:00:00+05:30,9026.45,9032.45,9013.05,9019.2
2020-04-21 10:05:00+05:30,9017.95,9020.2,9000.45,9006.2
2020-04-21 10:10:00+05:30,9006.05,9019.8,9004.15,9009.1
2020-04-21 10:15:00+05:30,9009.95,9016.35,9002.5,9015.75
2020-04-21 10:20:00+05:30,9015.65,9027.05,9011.15,9017.95
2020-04-21 10:25:00+05:30,9018.3,9023.4,9009.05,9018.65
2020-04-21 10:30:00+05:30,9018.75,9023.6,9010.65,9023.45
2020-04-21 10:35:00+05:30,9022.9,9022.9,9012.05,9018.8
2020-04-21 10:40:00+05:30,9018.25,9019.75,9003.05,9019.75
2020-04-21 10:45:00+05:30,9019.75,9033.3,9015.05,9031.55
2020-04-21 10:50:00+05:30,9031.25,9044.0,9029.3,9036.4
2020-04-21 10:55:00+05:30,9036.4,9036.75,9025.55,9027.2
2020-04-21 11:00:00+05:30,9027.8,9033.95,9022.75,9033.95
2020-04-21 11:05:00+05:30,9034.5,9034.7,9023.85,9030.4
2020-04-21 11:10:00+05:30,9029.1,9030.35,9016.5,9016.55
2020-04-21 11:15:00+05:30,9017.0,9017.1,9002.45,9008.7
2020-04-21 11:20:00+05:30,9008.85,9021.9,9006.95,9019.3
2020-04-21 11:25:00+05:30,9018.75,9018.9,9001.5,9002.75
2020-04-21 11:30:00+05:30,9000.65,9008.05,8995.25,9001.0
2020-04-21 11:35:00+05:30,9000.3,9004.6,8982.95,8988.0
2020-04-21 11:40:00+05:30,8988.35,9004.05,8985.95,8998.3
2020-04-21 11:45:00+05:30,8998.9,9016.35,8993.55,9014.45
2020-04-21 11:50:00+05:30,9014.7,9019.1,9006.85,9013.3
2020-04-21 11:55:00+05:30,9013.4,9024.4,9009.8,9012.2
2020-04-21 12:00:00+05:30,9012.0,9021.55,9008.95,9017.8
2020-04-21 12:05:00+05:30,9017.2,9018.4,9007.35,9007.6
2020-04-21 12:10:00+05:30,9007.4,9008.8,8997.4,9001.95
2020-04-21 12:15:00+05:30,9001.55,9005.45,8987.05,8993.85
2020-04-21 12:20:00+05:30,8993.1,8995.3,8984.1,8984.95
2020-04-21 12:25:00+05:30,8984.35,8985.0,8953.9,8966.65
2020-04-21 12:30:00+05:30,8966.25,8966.25,8933.0,8948.65
2020-04-21 12:35:00+05:30,8949.45,8967.05,8947.0,8951.9
2020-04-21 12:40:00+05:30,8951.2,8956.5,8945.25,8948.8
2020-04-21 12:45:00+05:30,8948.8,8960.0,8929.35,8931.75
2020-04-21 12:50:00+05:30,8932.1,8944.65,8927.85,8930.55
2020-04-21 12:55:00+05:30,8930.85,8936.5,8917.3,8921.7
2020-04-21 13:00:00+05:30,8921.0,8936.2,8916.4,8922.75
2020-04-21 13:05:00+05:30,8923.35,8928.6,8914.2,8927.3
2020-04-21 13:10:00+05:30,8927.8,8945.75,8924.45,8944.45
2020-04-21 13:15:00+05:30,8945.5,8945.85,8927.05,8928.35
2020-04-21 13:20:00+05:30,8928.85,8928.85,8916.15,8919.2
2020-04-21 13:25:00+05:30,8919.8,8921.2,8910.45,8915.35
2020-04-21 13:30:00+05:30,8915.25,8937.8,8913.55,8932.35
2020-04-21 13:35:00+05:30,8933.15,8948.0,8933.15,8942.05
2020-04-21 13:40:00+05:30,8942.35,8957.55,8940.9,8941.9
2020-04-21 13:45:00+05:30,8941.6,8947.6,8928.3,8947.4
2020-04-21 13:50:00+05:30,8947.35,8956.9,8937.2,8943.0
2020-04-21 13:55:00+05:30,8943.6,8956.0,8939.9,8951.9
2020-04-21 14:00:00+05:30,8951.55,8952.45,8932.85,8934.45
2020-04-21 14:05:00+05:30,8934.0,8948.8,8933.9,8947.45
2020-04-21 14:10:00+05:30,8948.0,8948.95,8940.8,8943.45
2020-04-21 14:15:00+05:30,8942.55,8979.3,8939.0,8974.35
2020-04-21 14:20:00+05:30,8973.8,8980.55,8959.1,8978.1
2020-04-21 14:25:00+05:30,8978.4,8986.85,8974.45,8979.05
2020-04-21 14:30:00+05:30,8978.8,9008.3,8978.8,8995.45
2020-04-21 14:35:00+05:30,8995.7,8999.1,8966.75,8976.95
2020-04-21 14:40:00+05:30,8976.75,8976.9,8949.35,8952.85
2020-04-21 14:45:00+05:30,8952.75,8959.7,8939.95,8957.65
2020-04-21 14:50:00+05:30,8958.35,8966.45,8954.05,8958.05
2020-04-21 14:55:00+05:30,8957.65,8969.0,8947.05,8969.0
2020-04-21 15:00:00+05:30,8969.15,8985.35,8966.1,8972.85
2020-04-21 15:05:00+05:30,8973.05,8993.15,8972.55,8989.1
2020-04-21 15:10:00+05:30,8988.95,8996.85,8982.9,8986.1
2020-04-21 15:15:00+05:30,8986.1,8993.55,8984.35,8992.55
2020-04-21 15:20:00+05:30,8992.0,8993.0,8977.75,8978.7
2020-04-21 15:25:00+05:30,8979.0,8982.85,8971.45,8981.1
2020-04-22 09:15:00+05:30,9026.75,9029.3,8960.85,9028.95
2020-04-22 09:20:00+05:30,9028.95,9028.95,8987.8,9005.45
2020-04-22 09:25:00+05:30,9006.0,9018.75,8981.1,8981.15
2020-04-22 09:30:00+05:30,8979.15,8999.85,8967.35,8997.8
2020-04-22 09:35:00+05:30,8996.85,9002.3,8964.0,8971.4
2020-04-22 09:40:00+05:30,8971.1,8978.25,8952.5,8954.6
2020-04-22 09:45:00+05:30,8953.8,8971.5,8946.65,8962.25
2020-04-22 09:50:00+05:30,8960.55,8980.05,8954.65,8972.9
2020-04-22 09:55:00+05:30,8972.35,8989.65,8972.35,8978.9
2020-04-22 10:00:00+05:30,8977.95,8985.55,8962.1,8984.65
2020-04-22 10:05:00+05:30,8984.45,8984.45,8968.95,8975.75
2020-04-22 10:10:00+05:30,8976.8,8990.95,8969.9,8987.65
2020-04-22 10:15:00+05:30,8986.65,9001.75,8978.4,8992.95
2020-04-22 10:20:00+05:30,8993.05,9002.9,8982.0,8997.6
2020-04-22 10:25:00+05:30,8998.2,9009.1,8990.85,8999.85
2020-04-22 10:30:00+05:30,9000.25,9022.2,9000.25,9022.2
2020-04-22 10:35:00+05:30,9021.45,9066.65,9020.35,9036.85
2020-04-22 10:40:00+05:30,9036.1,9085.15,9036.1,9075.25
2020-04-22 10:45:00+05:30,9074.9,9085.75,9058.6,9081.55
2020-04-22 10:50:00+05:30,9080.35,9085.95,9062.15,9062.15
2020-04-22 10:55:00+05:30,9061.35,9080.05,9057.35,9078.95
2020-04-22 11:00:00+05:30,9079.1,9093.65,9076.0,9089.8
2020-04-22 11:05:00+05:30,9089.85,9101.65,9085.3,9096.85
2020-04-22 11:10:00+05:30,9096.75,9111.1,9087.5,9110.05
2020-04-22 11:15:00+05:30,9110.0,9127.15,9110.0,9110.05
2020-04-22 11:20:00+05:30,9111.1,9120.55,9088.55,9090.35
2020-04-22 11:25:00+05:30,9090.25,9094.55,9075.2,9093.9
2020-04-22 11:30:00+05:30,9094.25,9094.3,9067.65,9069.85
2020-04-22 11:35:00+05:30,9068.65,9086.3,9056.65,9086.3
2020-04-22 11:40:00+05:30,9086.3,9099.85,9082.35,9092.85
2020-04-22 11:45:00+05:30,9092.9,9111.1,9092.85,9108.9
2020-04-22 11:50:00+05:30,9108.8,9108.8,9087.75,9099.35
2020-04-22 11:55:00+05:30,9099.7,9101.45,9088.05,9093.35
2020-04-22 12:00:00+05:30,9093.95,9105.6,9085.2,9103.85
2020-04-22 12:05:00+05:30,9103.25,9120.85,9103.25,9113.9
2020-04-22 12:10:00+05:30,9114.05,9114.05,9098.15,9098.9
2020-04-22 12:15:00+05:30,9098.45,9115.15,9091.85,9114.85
2020-04-22 12:20:00+05:30,9115.4,9118.9,9100.6,9105.65
2020-04-22 12:25:00+05:30,9105.45,9111.15,9102.8,9106.3
2020-04-22 12:30:00+05:30,9103.9,9134.35,9103.8,9131.3
2020-04-22 12:35:00+05:30,9131.2,9138.65,9123.7,9128.95
2020-04-22 12:40:00+05:30,9129.05,9137.35,9126.5,9126.9
2020-04-22 12:45:00+05:30,9126.65,9129.4,9119.65,9125.9
2020-04-22 12:50:00+05:30,9123.55,9130.05,9118.7,9127.7
2020-04-22 12:55:00+05:30,9127.95,9142.45,9124.65,9137.05
2020-04-22 13:00:00+05:30,9136.55,9165.15,9136.55,9156.1
2020-04-22 13:05:00+05:30,9156.15,9163.65,9137.75,9148.3
2020-04-22 13:10:00+05:30,9148.35,9154.8,9142.7,9145.2
2020-04-22 13:15:00+05:30,9144.4,9148.5,9125.85,9137.95
2020-04-22 13:20:00+05:30,9137.55,9162.65,9135.35,9157.4
2020-04-22 13:25:00+05:30,9157.1,9159.4,9124.7,9125.4
2020-04-22 13:30:00+05:30,9125.7,9126.35,9109.6,9118.35
2020-04-22 13:35:00+05:30,9118.0,9130.5,9099.5,9108.05
2020-04-22 13:40:00+05:30,9107.75,9117.0,9089.55,9109.75
2020-04-22 13:45:00+05:30,9108.95,9116.85,9098.55,9115.45
2020-04-22 13:50:00+05:30,9115.65,9125.7,9109.8,9115.35
2020-04-22 13:55:00+05:30,9115.5,9134.15,9115.1,9118.35
2020-04-22 14:00:00+05:30,9117.7,9135.7,9117.7,9124.5
2020-04-22 14:05:00+05:30,9124.7,9144.05,9117.65,9139.7
2020-04-22 14:10:00+05:30,9140.35,9152.35,9135.45,9143.95
2020-04-22 14:15:00+05:30,9143.5,9172.2,9143.45,9159.75
2020-04-22 14:20:00+05:30,9161.6,9166.7,9150.2,9161.9
2020-04-22 14:25:00+05:30,9161.9,9164.65,9146.55,9156.95
2020-04-22 14:30:00+05:30,9157.35,9181.25,9157.25,9176.6
2020-04-22 14:35:00+05:30,9177.8,9189.85,9176.8,9180.3
2020-04-22 14:40:00+05:30,9180.1,9195.2,9167.85,9193.2
2020-04-22 14:45:00+05:30,9192.9,9209.5,9192.3,9206.85
2020-04-22 14:50:00+05:30,9207.55,9207.6,9190.7,9192.8
2020-04-22 14:55:00+05:30,9192.55,9203.4,9190.75,9198.55
2020-04-22 15:00:00+05:30,9197.9,9198.9,9167.9,9178.35
2020-04-22 15:05:00+05:30,9178.65,9181.6,9169.65,9174.85
2020-04-22 15:10:00+05:30,9174.95,9197.2,9173.95,9187.55
2020-04-22 15:15:00+05:30,9188.0,9188.9,9180.9,9184.45
2020-04-22 15:20:00+05:30,9184.8,9197.35,9181.05,9195.0
2020-04-22 15:25:00+05:30,9194.95,9197.15,9189.7,9193.35
2020-04-23 09:15:00+05:30,9232.35,9232.35,9171.5,9221.15
2020-04-23 09:20:00+05:30,9219.05,9221.6,9198.9,9219.9
2020-04-23 09:25:00+05:30,9220.85,9236.65,9219.15,9224.85
2020-04-23 09:30:00+05:30,9225.9,9242.6,9212.4,9236.2
2020-04-23 09:35:00+05:30,9236.15,9250.8,9236.15,9238.2
2020-04-23 09:40:00+05:30,9237.8,9239.65,9222.65,9236.55
2020-04-23 09:45:00+05:30,9236.4,9253.4,9236.2,9249.0
2020-04-23 09:50:00+05:30,9248.55,9263.25,9246.15,9257.5
2020-04-23 09:55:00+05:30,9256.85,9276.4,9253.35,9272.2
2020-04-23 10:00:00+05:30,9273.3,9277.35,9265.35,9270.9
2020-04-23 10:05:00+05:30,9271.8,9271.8,9253.75,9264.45
2020-04-23 10:10:00+05:30,9264.6,9268.2,9256.55,9262.5
2020-04-23 10:15:00+05:30,9262.4,9281.6,9261.2,9279.3
2020-04-23 10:20:00+05:30,9278.95,9283.6,9271.35,9282.5
2020-04-23 10:25:00+05:30,9282.6,9288.45,9268.45,9270.1
2020-04-23 10:30:00+05:30,9270.5,9282.25,9267.55,9281.3
2020-04-23 10:35:00+05:30,9281.1,9291.25,9278.35,9279.45
2020-04-23 10:40:00+05:30,9279.45,9288.45,9274.5,9284.6
2020-04-23 10:45:00+05:30,9284.95,9297.6,9282.85,9282.85
2020-04-23 10:50:00+05:30,9282.75,9284.75,9272.8,9281.3
2020-04-23 10:55:00+05:30,9281.4,9283.6,9269.0,9270.95
2020-04-23 11:00:00+05:30,9271.65,9283.15,9270.7,9281.0
2020-04-23 11:05:00+05:30,9281.4,9282.2,9254.5,9257.55
2020-04-23 11:10:00+05:30,9257.7,9261.55,9253.3,9261.2
2020-04-23 11:15:00+05:30,9261.25,9270.6,9249.0,9270.45
2020-04-23 11:20:00+05:30,9271.4,9286.35,9271.15,9282.6
2020-04-23 11:25:00+05:30,9282.5,9293.05,9281.6,9284.05
2020-04-23 11:30:00+05:30,9283.3,9301.65,9279.85,9297.9
2020-04-23 11:35:00+05:30,9298.2,9300.1,9286.85,9289.6
2020-04-23 11:40:00+05:30,9289.85,9304.55,9289.85,9299.7
2020-04-23 11:45:00+05:30,9300.75,9304.75,9292.15,9302.75
2020-04-23 11:50:00+05:30,9301.85,9313.6,9301.05,9309.95
2020-04-23 11:55:00+05:30,9310.8,9316.2,9303.85,9315.35
2020-04-23 12:00:00+05:30,9315.0,9323.05,9314.05,9317.35
2020-04-23 12:05:00+05:30,9317.85,9318.55,9300.15,9310.05
2020-04-23 12:10:00+05:30,9310.05,9312.6,9305.2,9310.95
2020-04-23 12:15:00+05:30,9311.0,9325.6,9309.0,9323.2
2020-04-23 12:20:00+05:30,9323.3,9324.65,9309.3,9309.45
2020-04-23 12:25:00+05:30,9308.8,9309.55,9293.2,9308.15
2020-04-23 12:30:00+05:30,9308.65,9308.65,9295.75,9297.2
2020-04-23 12:35:00+05:30,9297.15,9315.15,9293.45,9315.0
2020-04-23 12:40:00+05:30,9314.3,9322.85,9314.25,9320.95
2020-04-23 12:45:00+05:30,9320.65,9320.65,9310.05,9310.35
2020-04-23 12:50:00+05:30,9309.7,9317.9,9301.0,9303.2
2020-04-23 12:55:00+05:30,9303.4,9319.6,9296.35,9319.55
2020-04-23 13:00:00+05:30,9319.25,9322.15,9299.4,9301.2
2020-04-23 13:05:00+05:30,9302.25,9302.25,9276.55,9291.2
2020-04-23 13:10:00+05:30,9290.45,9290.6,9272.05,9289.4
2020-04-23 13:15:00+05:30,9289.6,9290.8,9265.95,9273.2
2020-04-23 13:20:00+05:30,9272.5,9274.05,9250.8,9264.4
2020-04-23 13:25:00+05:30,9264.85,9283.7,9257.5,9271.7
2020-04-23 13:30:00+05:30,9272.9,9277.5,9256.8,9258.0
2020-04-23 13:35:00+05:30,9257.5,9258.3,9237.3,9249.9
2020-04-23 13:40:00+05:30,9249.85,9267.5,9245.4,9266.0
2020-04-23 13:45:00+05:30,9266.5,9282.25,9263.95,9275.9
2020-04-23 13:50:00+05:30,9276.0,9300.6,9276.0,9296.9
2020-04-23 13:55:00+05:30,9298.0,9305.2,9284.15,9305.2
2020-04-23 14:00:00+05:30,9305.6,9309.4,9298.4,9305.7
2020-04-23 14:05:00+05:30,9305.7,9319.45,9305.7,9311.6
2020-04-23 14:10:00+05:30,9311.05,9313.85,9295.15,9313.4
2020-04-23 14:15:00+05:30,9312.8,9325.3,9307.35,9308.65
2020-04-23 14:20:00+05:30,9308.0,9325.05,9306.6,9318.35
2020-04-23 14:25:00+05:30,9316.45,9322.7,9293.8,9303.1
2020-04-23 14:30:00+05:30,9302.9,9319.9,9288.3,9318.45
2020-04-23 14:35:00+05:30,9318.65,9318.9,9304.9,9313.0
2020-04-23 14:40:00+05:30,9312.0,9337.65,9311.45,9336.3
2020-04-23 14:45:00+05:30,9337.5,9341.9,9316.1,9318.9
2020-04-23 14:50:00+05:30,9319.45,9331.0,9319.4,9325.05
2020-04-23 14:55:00+05:30,9324.5,9339.85,9324.5,9339.85
2020-04-23 15:00:00+05:30,9340.4,9343.15,9324.9,9325.85
2020-04-23 15:05:00+05:30,9325.9,9326.8,9309.25,9311.5
2020-04-23 15:10:00+05:30,9311.4,9317.2,9304.95,9315.55
2020-04-23 15:15:00+05:30,9315.5,9316.0,9307.35,9309.45
2020-04-23 15:20:00+05:30,9309.7,9323.75,9296.15,9305.7
2020-04-23 15:25:00+05:30,9306.05,9307.95,9299.9,9302.9
2020-04-24 09:15:00+05:30,9163.9,9201.65,9149.35,9197.05
2020-04-24 09:20:00+05:30,9198.0,9206.75,9180.25,9193.45
2020-04-24 09:25:00+05:30,9193.2,9193.2,9158.6,9166.6
2020-04-24 09:30:00+05:30,9167.65,9180.7,9154.0,9178.3
2020-04-24 09:35:00+05:30,9178.35,9204.95,9178.15,9204.95
2020-04-24 09:40:00+05:30,9204.65,9207.2,9176.4,9195.75
2020-04-24 09:45:00+05:30,9195.95,9218.5,9185.7,9213.15
2020-04-24 09:50:00+05:30,9213.8,9218.35,9196.45,9205.25
2020-04-24 09:55:00+05:30,9205.6,9213.5,9199.0,9213.5
2020-04-24 10:00:00+05:30,9213.45,9227.4,9204.2,9207.85
2020-04-24 10:05:00+05:30,9208.35,9208.35,9182.85,9186.2
2020-04-24 10:10:00+05:30,9186.6,9198.75,9181.7,9183.35
2020-04-24 10:15:00+05:30,9183.25,9195.9,9177.2,9192.9
2020-04-24 10:20:00+05:30,9193.35,9207.7,9190.3,9190.35
2020-04-24 10:25:00+05:30,9190.85,9195.9,9185.5,9187.9
2020-04-24 10:30:00+05:30,9188.15,9188.15,9170.4,9178.75
2020-04-24 10:35:00+05:30,9177.9,9187.85,9174.15,9175.75
2020-04-24 10:40:00+05:30,9176.25,9176.8,9163.85,9166.7
2020-04-24 10:45:00+05:30,9166.95,9184.3,9164.95,9180.5
2020-04-24 10:50:00+05:30,9180.25,9188.15,9172.75,9173.8
2020-04-24 10:55:00+05:30,9173.75,9179.1,9165.2,9178.35
2020-04-24 11:00:00+05:30,9178.35,9179.85,9165.15,9166.7
2020-04-24 11:05:00+05:30,9167.05,9185.2,9163.95,9179.25
2020-04-24 11:10:00+05:30,9178.8,9193.2,9178.65,9188.05
2020-04-24 11:15:00+05:30,9188.25,9194.95,9183.05,9192.0
2020-04-24 11:20:00+05:30,9191.75,9203.25,9187.4,9200.0
2020-04-24 11:25:00+05:30,9200.2,9205.25,9187.55,9198.55
2020-04-24 11:30:00+05:30,9199.4,9206.65,9192.2,9193.75
2020-04-24 11:35:00+05:30,9193.85,9193.85,9171.95,9182.8
2020-04-24 11:40:00+05:30,9181.7,9187.2,9177.85,9185.6
2020-04-24 11:45:00+05:30,9184.6,9198.4,9180.8,9197.15
2020-04-24 11:50:00+05:30,9196.9,9206.95,9194.3,9202.85
2020-04-24 11:55:00+05:30,9203.95,9210.1,9193.85,9202.8
2020-04-24 12:00:00+05:30,9203.1,9208.55,9198.65,9203.45
2020-04-24 12:05:00+05:30,9202.75,9223.35,9202.5,9216.8
2020-04-24 12:10:00+05:30,9216.05,9222.15,9206.15,9217.2
2020-04-24 12:15:00+05:30,9219.9,9226.3,9211.85,9224.2
2020-04-24 12:20:00+05:30,9223.95,9248.9,9216.6,9242.1
2020-04-24 12:25:00+05:30,9242.85,9267.65,9240.65,9262.45
2020-04-24 12:30:00+05:30,9262.35,9264.7,9247.55,9255.3
2020-04-24 12:35:00+05:30,9254.55,9278.95,9254.4,9273.85
2020-04-24 12:40:00+05:30,9274.15,9282.4,9266.15,9277.15
2020-04-24 12:45:00+05:30,9276.3,9296.1,9259.4,9295.5
2020-04-24 12:50:00+05:30,9294.7,9294.7,9263.35,9274.9
2020-04-24 12:55:00+05:30,9274.25,9274.45,9249.9,9257.15
2020-04-24 13:00:00+05:30,9256.85,9258.4,9237.05,9245.05
2020-04-24 13:05:00+05:30,9243.5,9280.15,9235.3,9271.05
2020-04-24 13:10:00+05:30,9271.35,9281.2,9264.7,9266.9
2020-04-24 13:15:00+05:30,9268.45,9278.6,9257.65,9259.85
2020-04-24 13:20:00+05:30,9259.75,9270.75,9251.4,9262.2
2020-04-24 13:25:00+05:30,9262.1,9272.9,9262.1,9263.4
2020-04-24 13:30:00+05:30,9263.5,9263.55,9254.8,9256.05
2020-04-24 13:35:00+05:30,9256.0,9268.65,9242.7,9268.65
2020-04-24 13:40:00+05:30,9268.0,9269.15,9250.6,9252.6
2020-04-24 13:45:00+05:30,9251.85,9259.75,9247.45,9255.25
2020-04-24 13:50:00+05:30,9254.9,9255.25,9214.15,9215.1
2020-04-24 13:55:00+05:30,9214.55,9229.55,9207.4,9221.35
2020-04-24 14:00:00+05:30,9221.35,9230.1,9194.35,9194.95
2020-04-24 14:05:00+05:30,9195.55,9196.45,9168.15,9181.9
2020-04-24 14:10:00+05:30,9180.4,9190.85,9171.9,9185.3
2020-04-24 14:15:00+05:30,9185.15,9198.85,9169.6,9180.15
2020-04-24 14:20:00+05:30,9180.15,9180.2,9156.15,9168.9
2020-04-24 14:25:00+05:30,9169.55,9181.0,9156.9,9181.0
2020-04-24 14:30:00+05:30,9182.65,9198.8,9174.45,9176.85
2020-04-24 14:35:00+05:30,9176.85,9185.3,9162.75,9183.95
2020-04-24 14:40:00+05:30,9185.25,9199.25,9181.4,9192.1
2020-04-24 14:45:00+05:30,9192.65,9209.8,9191.8,9197.2
2020-04-24 14:50:00+05:30,9197.0,9197.6,9176.8,9181.9
2020-04-24 14:55:00+05:30,9181.4,9181.4,9169.6,9180.2
2020-04-24 15:00:00+05:30,9179.55,9179.85,9145.95,9149.85
2020-04-24 15:05:00+05:30,9150.55,9163.0,9147.85,9153.45
2020-04-24 15:10:00+05:30,9153.7,9156.15,9142.25,9145.55
2020-04-24 15:15:00+05:30,9145.0,9152.5,9142.75,9151.65
2020-04-24 15:20:00+05:30,9152.95,9174.7,9151.85,9165.35
2020-04-24 15:25:00+05:30,9164.85,9174.95,9164.05,9174.0
2020-04-27 09:15:00+05:30,9259.7,9314.1,9259.2,9311.95
2020-04-27 09:20:00+05:30,9310.9,9330.9,9306.2,9309.65
